Date,Open,High,Low,Close,Adj Close,Volume
2023-03-03,856.750000,873.000000,849.849976,868.549988,861.459045,12823098
2023-03-06,871.750000,876.849976,865.349976,867.750000,860.665588,13904231
2023-03-08,866.650024,873.650024,861.500000,872.099976,864.980042,16144568
2023-03-09,867.200012,869.799988,854.150024,855.950012,848.961914,10624440
2023-03-10,844.700012,845.349976,836.250000,842.650024,835.770569,17273189
2023-03-13,841.450012,855.299988,823.950012,828.400024,821.636902,16413159
2023-03-14,827.000000,834.450012,818.250000,830.349976,823.570923,15456802
2023-03-15,836.450012,843.950012,822.200012,825.900024,819.157288,12914488
2023-03-16,829.700012,831.299988,810.299988,823.900024,817.173645,14987868
2023-03-17,831.799988,838.400024,818.650024,836.250000,829.422791,11104490
2023-03-20,837.000000,837.799988,825.000000,836.450012,829.621155,14838651
2023-03-21,843.000000,854.500000,839.049988,852.400024,845.440918,18755854
2023-03-22,857.650024,862.549988,851.000000,860.200012,853.177246,17431520
2023-03-23,857.000000,867.450012,852.799988,855.450012,848.466003,17920621
2023-03-24,852.500000,860.000000,849.150024,852.400024,845.440918,17295696
2023-03-27,854.950012,856.400024,844.049988,848.700012,841.771118,17047675
2023-03-28,855.549988,858.900024,848.200012,854.750000,847.771729,24469018
2023-03-29,857.049988,862.099976,848.000000,851.000000,844.052368,34881515
2023-03-31,861.950012,881.000000,858.500000,877.250000,870.088013,25739021
2023-04-03,880.200012,887.099976,868.849976,883.799988,876.584534,26416933
2023-04-05,886.599976,887.750000,874.000000,884.599976,877.377991,21068934
2023-04-06,882.000000,890.099976,872.700012,875.000000,867.856384,26042745
2023-04-10,880.049988,882.799988,864.400024,868.450012,861.359863,30906205
2023-04-11,873.700012,885.599976,865.000000,881.900024,874.700073,39504022
2023-04-12,883.450012,892.000000,880.299988,890.150024,882.882751,22686032
2023-04-13,891.099976,901.650024,886.500000,899.000000,891.660461,34439635
2023-04-17,917.299988,917.299988,893.150024,901.299988,893.941650,29957514
2023-04-18,907.950012,907.950012,894.099976,896.849976,889.528015,26699379
2023-04-19,895.900024,896.900024,887.250000,891.900024,884.618469,24377956
2023-04-20,892.250000,899.299988,889.200012,894.400024,887.098022,16999919
2023-04-21,894.549988,900.700012,882.400024,885.650024,878.419495,29578071
2023-04-24,905.000000,906.500000,895.000000,904.750000,897.363525,30881665
2023-04-25,906.299988,916.000000,903.099976,913.450012,905.992493,41383839
2023-04-26,911.450012,916.950012,905.750000,914.950012,907.480286,30371555
2023-04-27,909.500000,919.900024,908.549988,918.349976,910.852478,25835108
2023-04-28,915.099976,920.450012,910.250000,917.650024,910.158203,20381002
2023-05-02,924.000000,925.799988,918.700012,922.099976,914.571838,17515017
2023-05-03,919.549988,923.849976,911.549988,922.849976,915.315735,18715142
2023-05-04,920.000000,923.900024,911.799988,921.700012,914.175171,20485002
2023-05-05,925.000000,942.450012,923.450012,926.950012,919.382263,19002035
2023-05-08,927.000000,941.700012,927.000000,937.900024,930.242920,18623913
2023-05-09,941.000000,945.000000,931.799988,934.400024,926.771484,21507610
2023-05-10,934.599976,941.000000,928.250000,936.049988,928.407959,25910923
2023-05-11,940.049988,947.000000,933.849976,939.200012,931.532288,20027372
2023-05-12,939.750000,948.000000,935.099976,943.900024,936.193909,13873480
2023-05-15,943.750000,949.000000,938.200012,945.750000,938.028809,10453762
2023-05-16,950.000000,952.200012,943.000000,946.349976,938.623901,19612293
2023-05-17,947.299988,948.400024,935.799988,939.349976,931.681030,19273344
2023-05-18,947.950012,952.250000,942.099976,946.500000,938.772644,21550141
2023-05-19,951.450012,956.000000,941.599976,954.299988,946.508972,15427412
2023-05-22,951.049988,954.250000,946.150024,950.349976,942.591187,15509525
2023-05-23,952.000000,958.849976,945.000000,953.400024,945.616394,16579935
2023-05-24,946.700012,953.849976,938.500000,940.650024,932.970459,18049620
2023-05-25,937.000000,941.599976,932.950012,939.849976,932.176941,19328582
2023-05-26,939.799988,952.450012,935.549988,950.700012,942.938416,10957182
2023-05-29,953.849976,957.599976,946.799988,948.150024,940.409241,12108079
2023-05-30,945.349976,952.299988,944.650024,949.950012,942.194519,18483624
2023-05-31,949.500000,952.000000,940.500000,949.150024,941.401062,27254425
2023-06-01,954.250000,954.250000,932.799988,936.099976,928.457581,21650700
2023-06-02,943.000000,944.650024,935.049988,938.150024,930.490845,12494376
2023-06-05,943.000000,951.799988,943.000000,946.750000,939.020630,10751684
2023-06-06,946.500000,947.799988,938.099976,942.099976,934.408569,11894330
2023-06-07,944.349976,945.849976,933.799988,940.200012,932.524109,16486469
2023-06-08,936.599976,950.500000,935.200012,937.900024,930.242920,17608140
2023-06-09,941.400024,944.000000,936.200012,938.049988,930.391663,12253128
2023-06-12,938.000000,943.500000,933.299988,935.950012,928.308838,10520125
2023-06-13,935.900024,946.250000,934.099976,943.549988,935.846741,13528776
2023-06-14,946.049988,946.950012,936.250000,939.799988,932.127380,13489262
2023-06-15,940.700012,942.950012,924.349976,926.599976,919.035095,19366819
2023-06-16,929.299988,937.750000,927.000000,934.200012,926.573120,11249387
2023-06-19,933.500000,933.950012,918.700012,923.150024,915.613342,19351375
2023-06-20,920.950012,928.549988,914.799988,925.549988,917.993713,15212286
2023-06-21,928.000000,928.400024,920.000000,924.700012,917.150635,9210553
2023-06-22,924.400024,935.549988,920.700012,925.750000,918.192078,27291569
2023-06-23,926.049988,931.900024,919.000000,923.500000,915.960449,8767733
2023-06-26,927.099976,931.799988,923.200012,927.450012,919.878235,11749040
2023-06-27,930.000000,939.950012,922.200012,936.099976,928.457581,13422726
2023-06-28,936.099976,936.099976,936.099976,936.099976,928.457581,0
2023-06-30,940.500000,942.200012,930.650024,934.599976,926.969788,13843218
2023-07-03,937.000000,945.750000,936.500000,942.549988,934.854919,12350359
2023-07-04,947.250000,951.299988,942.000000,944.700012,936.987366,14041699
2023-07-05,942.049988,964.750000,941.000000,958.000000,950.178772,13817767
2023-07-06,954.700012,963.900024,954.000000,959.400024,951.567383,16334427
2023-07-07,953.000000,955.049988,943.799988,946.400024,938.673523,8593807
2023-07-10,946.000000,952.900024,941.349976,948.400024,940.657166,12069184
2023-07-11,948.400024,952.700012,941.900024,944.950012,937.235352,16977595
2023-07-12,948.400024,951.150024,941.250000,944.400024,936.689819,21511161
2023-07-13,947.700012,959.250000,942.200012,955.700012,947.897583,23222286
2023-07-14,959.750000,965.000000,951.349976,960.049988,952.212036,12871569
2023-07-17,962.900024,973.799988,952.849976,968.700012,960.791443,16290763
2023-07-18,978.000000,987.950012,971.150024,975.450012,967.486328,29709508
2023-07-19,980.000000,980.000000,967.549988,973.450012,965.502686,15994261
2023-07-20,976.049988,998.150024,972.099976,995.599976,987.471802,26487838
2023-07-21,995.299988,1001.450012,988.799988,997.000000,988.860413,16903003
2023-07-24,1004.950012,1008.700012,990.099976,992.000000,983.901184,21687719
2023-07-25,999.000000,999.000000,988.250000,994.700012,986.579163,29325327
2023-07-26,993.099976,997.750000,990.000000,996.450012,988.314880,12780537
2023-07-27,1002.549988,1006.500000,987.200012,990.250000,982.165466,25932395
2023-07-28,988.000000,998.700012,977.049988,996.200012,988.066956,12584130
2023-07-31,996.000000,999.400024,988.599976,998.299988,990.149780,14303116
2023-08-01,1001.650024,1003.700012,990.450012,994.549988,986.430359,15508569
2023-08-02,985.250000,994.099976,977.500000,986.950012,978.892456,15787996
2023-08-03,976.549988,983.000000,960.049988,965.000000,957.121643,30994707
2023-08-04,968.650024,976.000000,961.250000,970.500000,962.576721,20582882
2023-08-07,970.950012,981.500000,968.200012,975.650024,967.684692,16686062
2023-08-08,975.750000,986.599976,972.299988,979.900024,971.900024,23784778
2023-08-09,974.950012,975.299988,963.599976,972.700012,972.700012,19317331
2023-08-10,971.549988,973.650024,959.450012,964.099976,964.099976,24858441
2023-08-11,963.400024,963.500000,950.000000,952.849976,952.849976,17162177
2023-08-14,949.000000,962.900024,946.000000,959.549988,959.549988,19026691
2023-08-16,954.450012,959.799988,946.599976,956.500000,956.500000,17930805
2023-08-17,956.950012,957.799988,946.450012,951.650024,951.650024,27077611
2023-08-18,947.900024,955.000000,946.000000,950.650024,950.650024,13257508
2023-08-21,950.700012,959.299988,948.400024,955.200012,955.200012,13358017
2023-08-22,956.400024,956.950012,949.299988,952.000000,952.000000,16872719
2023-08-23,954.000000,968.049988,949.849976,966.849976,966.849976,14707331
2023-08-24,972.500000,982.400024,966.750000,968.950012,968.950012,28389740
2023-08-25,962.950012,972.599976,960.200012,970.400024,970.400024,10275758
2023-08-28,969.950012,975.000000,965.049988,970.549988,970.549988,10481574
2023-08-29,973.299988,977.250000,965.650024,967.750000,967.750000,13209913
2023-08-30,970.450012,975.900024,955.400024,958.900024,958.900024,13936165
2023-08-31,960.000000,966.200012,954.049988,958.750000,958.750000,36675400
2023-09-01,956.900024,973.049988,952.799988,968.700012,968.700012,16268147
2023-09-04,968.700012,969.049988,960.549988,967.349976,967.349976,9512956
2023-09-05,964.099976,970.000000,962.250000,968.400024,968.400024,16623486
2023-09-06,962.549988,969.500000,950.799988,957.500000,957.500000,30802100
2023-09-07,957.400024,969.500000,954.700012,965.650024,965.650024,13462347
2023-09-08,967.500000,975.000000,961.250000,970.549988,970.549988,13086915
2023-09-11,974.950012,982.000000,969.349976,978.250000,978.250000,7894110
2023-09-12,990.099976,995.150024,982.650024,990.500000,990.500000,20959591
2023-09-13,989.799988,994.849976,980.549988,989.799988,989.799988,21997553
2023-09-14,992.299988,992.900024,982.250000,987.700012,987.700012,11464188
2023-09-15,990.349976,997.500000,988.599976,992.450012,992.450012,13307980
2023-09-18,990.099976,996.250000,987.299988,990.200012,990.200012,16713222
2023-09-20,981.549988,996.000000,980.650024,987.150024,987.150024,25741856
2023-09-21,979.950012,982.500000,957.450012,959.299988,959.299988,19742813
2023-09-22,956.500000,960.900024,947.400024,950.299988,950.299988,12701888
2023-09-25,950.299988,961.200012,941.500000,956.349976,956.349976,8997098
2023-09-26,958.950012,958.950012,947.099976,948.700012,948.700012,10521409
2023-09-27,946.299988,946.500000,934.400024,943.099976,943.099976,15152973
2023-09-28,945.500000,947.250000,934.750000,942.599976,942.599976,25991282
2023-09-29,946.700012,956.000000,943.700012,951.900024,951.900024,10447334
2023-10-03,951.599976,951.599976,939.000000,940.299988,940.299988,11131636
2023-10-04,935.000000,935.500000,925.000000,930.049988,930.049988,17334739
2023-10-05,935.200012,943.950012,934.549988,940.849976,940.849976,10478856
2023-10-06,946.000000,946.549988,938.000000,945.200012,945.200012,6355755
2023-10-09,940.250000,942.049988,936.299988,938.599976,938.599976,6725306
2023-10-10,940.400024,957.500000,940.349976,951.200012,951.200012,11452715
2023-10-11,954.900024,962.049988,950.750000,953.099976,953.099976,12233117
2023-10-12,952.849976,960.099976,948.400024,954.250000,954.250000,7836818
2023-10-13,949.950012,957.400024,944.549988,951.299988,951.299988,6650442
2023-10-16,948.500000,954.849976,946.150024,951.400024,951.400024,5763024
2023-10-17,955.400024,960.950012,951.500000,953.900024,953.900024,7747527
2023-10-18,949.200012,950.650024,939.099976,943.750000,943.750000,12000153
2023-10-19,936.000000,945.000000,934.000000,935.750000,935.750000,8612676
2023-10-20,932.000000,940.000000,930.000000,932.750000,932.750000,6586576
2023-10-23,942.000000,944.799988,925.400024,929.950012,929.950012,11856890
2023-10-25,926.049988,933.799988,911.400024,916.099976,916.099976,12593434
2023-10-26,914.299988,916.599976,899.000000,908.650024,908.650024,21693345
2023-10-27,916.000000,918.150024,911.299988,912.750000,912.750000,8645505
2023-10-30,909.099976,926.299988,908.200012,924.900024,924.900024,7687791
2023-10-31,929.299988,931.000000,914.099976,915.349976,915.349976,17211107
2023-11-01,913.799988,917.599976,909.299988,914.049988,914.049988,12927203
2023-11-02,920.049988,924.799988,912.799988,919.950012,919.950012,9747311
2023-11-03,928.549988,934.500000,926.799988,933.799988,933.799988,7146961
2023-11-06,941.000000,947.750000,937.400024,945.450012,945.450012,10338367
2023-11-07,943.599976,950.450012,930.450012,948.099976,948.099976,15704942
2023-11-08,948.450012,948.450012,934.099976,935.750000,935.750000,17606074
2023-11-09,934.000000,942.349976,933.000000,937.349976,937.349976,9406117
2023-11-10,934.900024,941.450012,932.400024,938.599976,938.599976,9560455
2023-11-13,940.900024,940.900024,932.000000,934.450012,934.450012,11470096
2023-11-15,944.400024,944.400024,938.750000,941.099976,941.099976,19492138
2023-11-16,939.000000,946.200012,934.000000,936.000000,936.000000,19706373
2023-11-17,926.549988,938.400024,920.150024,921.849976,921.849976,10956653
2023-11-20,922.000000,926.750000,917.500000,921.450012,921.450012,10562301
2023-11-21,924.400024,928.049988,922.000000,926.099976,926.099976,8989572
2023-11-22,923.250000,925.200012,914.750000,922.750000,922.750000,12197979
2023-11-23,923.000000,925.349976,918.500000,923.000000,923.000000,5534614
2023-11-24,921.500000,930.400024,920.200012,929.400024,929.400024,7452002
2023-11-28,928.900024,931.049988,921.700012,925.500000,925.500000,14231987
2023-11-29,930.900024,941.099976,926.000000,939.599976,939.599976,11680078
2023-11-30,938.950012,940.849976,928.200012,934.950012,934.950012,23950292
2023-12-01,935.950012,952.000000,933.000000,946.700012,946.700012,16986046
2023-12-04,963.700012,994.849976,961.400024,991.200012,991.200012,33131257
2023-12-05,1002.500000,1015.750000,995.049988,1013.450012,1013.450012,31378461
2023-12-06,1014.000000,1016.250000,1000.250000,1003.250000,1003.250000,18786590
2023-12-07,996.349976,1002.200012,988.150024,999.000000,999.000000,11841945
2023-12-08,994.500000,1012.849976,993.250000,1010.849976,1010.849976,16116363
2023-12-11,1007.099976,1020.000000,1004.650024,1017.099976,1017.099976,11714606
2023-12-12,1017.099976,1021.000000,1008.599976,1015.700012,1015.700012,12380856
2023-12-13,1014.799988,1020.700012,1009.200012,1013.900024,1013.900024,15887040
2023-12-14,1022.250000,1040.000000,1021.250000,1033.650024,1033.650024,16317672
2023-12-15,1043.650024,1043.699951,1025.699951,1037.400024,1037.400024,14306067
2023-12-18,1029.949951,1029.949951,1018.000000,1021.450012,1021.450012,8592711
2023-12-19,1025.500000,1025.500000,1012.599976,1015.450012,1015.450012,10094256
2023-12-20,1022.000000,1022.000000,1002.000000,1006.650024,1006.650024,16490281
2023-12-21,996.549988,1010.900024,989.200012,1004.400024,1004.400024,18064916
2023-12-22,1002.950012,1009.549988,991.599976,994.299988,994.299988,20881976
2023-12-26,994.900024,997.500000,989.900024,995.099976,995.099976,14339699
2023-12-27,997.950012,1004.900024,992.000000,1002.250000,1002.250000,12996468
2023-12-28,1008.000000,1011.700012,999.099976,1005.900024,1005.900024,24915990
2023-12-29,1004.049988,1008.549988,993.700012,996.599976,996.599976,12280140
2024-01-01,991.549988,1004.849976,991.000000,999.400024,999.400024,7683792
2024-01-02,997.000000,997.650024,980.250000,982.250000,982.250000,16263825
2024-01-03,984.700012,988.000000,975.099976,984.049988,984.049988,16826752
2024-01-04,986.400024,989.150024,981.900024,987.150024,987.150024,22789140
2024-01-05,988.000000,998.299988,983.799988,993.700012,993.700012,14875499
2024-01-08,994.000000,998.200012,980.299988,982.000000,982.000000,8393164
2024-01-09,986.250000,995.000000,975.400024,979.750000,979.750000,14660414
2024-01-10,974.299988,994.950012,974.299988,993.049988,993.049988,9409181
2024-01-11,995.299988,998.500000,986.849976,991.150024,991.150024,6451345
2024-01-12,994.799988,1008.700012,991.750000,1003.500000,1003.500000,12255743
2024-01-15,1003.500000,1011.650024,999.250000,1009.849976,1009.849976,12388044
2024-01-16,1006.099976,1015.799988,1004.599976,1009.049988,1009.049988,11505126
2024-01-17,987.900024,1007.799988,976.750000,981.750000,981.750000,41914771
2024-01-18,973.950012,994.299988,970.150024,986.349976,986.349976,17900321
